CustomerID,Name,AccountType,Balance,TransactionCount,Region,JoinDate,IsActive,CreditScore
78323,George Powell,Credit Card,76542.85,2,Montana,2020-10-28,True,
84396,Danny Malone,Savings,15119.7,29,Delaware,2024-10-01,True,
85635,Danielle White,Credit Card,26413.98,35,Hawaii,2024-05-05,True,828.0
32898,Yvette Dougherty,Savings,21561.12,36,Rhode Island,2020-06-19,True,824.0
98216,Bradley Berger,Checking,77834.44,35,West Virginia,2021-09-24,False,
10263,Emily Chang,Checking,74649.65,3,Idaho,2024-07-26,True,408.0
41041,Paul Lara,Checking,62643.77,7,Rhode Island,2023-03-10,True,
97957,Kristine Ramirez,Savings,3259.88,10,New York,2022-12-18,False,526.0
45902,Robert Glover,Savings,47606.75,42,Maryland,2023-08-30,True,598.0
93739,Kaitlyn Richardson,Credit Card,9682.98,30,Pennsylvania,2024-01-10,False,463.0
10186,Noah Mcbride,Credit Card,2031.78,34,South Carolina,2022-01-01,False,659.0
42340,Jennifer Garcia MD,Credit Card,18223.27,19,New Mexico,2023-12-13,False,748.0
21380,Michael Rodriguez,Checking,8050.27,28,Utah,2024-06-21,True,
17449,Julie Williams,Credit Card,27067.25,18,Vermont,2024-04-28,False,810.0
62529,Kelly Brock,Credit Card,85631.54,15,Georgia,2022-11-13,True,
53681,Dr. Jacob Duncan,Credit Card,99811.33,39,Louisiana,2021-09-04,False,387.0
87690,Ashley Lee,Savings,69785.54,8,Maine,2021-10-24,False,423.0
86041,Jason Gaines,Checking,17369.45,15,Missouri,2022-05-09,False,
54250,Michael Parker,Checking,53655.03,36,Florida,2020-02-19,True,609.0
39315,Joe King,Checking,75468.55,38,Kansas,2024-02-21,True,547.0
50561,Timothy Beltran,Checking,57488.98,36,Louisiana,2022-01-27,False,
16764,Tracy Nielsen,Credit Card,74433.64,44,South Dakota,2023-06-13,True,678.0
41367,Kayla Pena,Credit Card,15589.33,36,Indiana,2021-06-08,True,440.0
52202,Claire Carpenter,Credit Card,12427.45,40,Minnesota,2020-10-18,False,
16301,Brittney Robinson,Checking,76404.26,43,Connecticut,2023-06-04,False,
2418,Steven Blackwell,Credit Card,62768.99,42,Maine,2025-02-01,False,656.0
88653,Kelly Webb,Checking,17878.07,5,Mississippi,2023-04-28,False,
92985,Marcus Choi,Savings,78573.09,32,Vermont,2022-02-15,False,787.0
28573,Alexander Frank,Credit Card,74876.83,42,Kentucky,2024-03-29,False,
81791,Charles Watson,Checking,48916.01,44,Pennsylvania,2021-12-17,True,517.0
94131,Jeffrey Knight,Checking,17218.84,49,Arkansas,2022-01-09,False,
39723,Malik Vega,Checking,61656.14,13,Nevada,2023-09-02,False,607.0
94470,Eddie Thomas,Credit Card,94025.86,6,Ohio,2024-06-26,True,732.0
69162,Kayla Cook,Savings,74125.47,5,West Virginia,2021-05-16,True,
37647,Brian Rodriguez,Checking,67061.07,25,Delaware,2022-03-15,False,696.0
24068,Stephanie Sutton,Credit Card,32584.92,14,Kentucky,2020-06-24,True,
72242,Joyce Reed,Checking,19807.71,26,Ohio,2021-06-25,True,
38994,Kenneth Taylor,Checking,83659.03,31,Kentucky,2022-10-04,False,
90144,Courtney Schultz,Checking,81475.16,49,Oklahoma,2021-05-27,True,656.0
71973,Jeffery Nunez,Savings,91811.45,35,Nevada,2021-09-11,True,
14166,Regina Clark,Checking,1874.83,1,Florida,2022-07-06,True,
18320,Andrew Hamilton,Savings,42531.49,12,North Dakota,2023-09-11,True,
17116,Patrick Wood,Credit Card,90789.96,19,New Hampshire,2024-09-16,True,786.0
68256,Stephen Green MD,Savings,49180.46,29,Mississippi,2024-05-06,True,
86795,Jill Bridges,Checking,53034.57,34,Wyoming,2020-12-12,False,351.0
24562,Marissa Olson,Checking,27283.9,38,Montana,2022-02-07,False,
4241,Alex Michael,Savings,16217.39,20,Oregon,2024-12-02,False,
85464,Kevin Mcneil,Checking,8232.15,4,Maryland,2023-07-06,True,410.0
32003,Jason Curtis,Checking,88898.38,28,Wyoming,2022-07-20,False,361.0
82356,Linda Taylor,Checking,67680.7,27,Washington,2023-05-03,True,550.0
82294,Carl Ellis,Checking,26120.87,26,Hawaii,2020-09-16,False,
27760,Amy Gillespie,Savings,85706.14,37,New Mexico,2022-05-16,False,783.0
77241,Jared Henry,Savings,4179.96,41,Wisconsin,2022-04-02,True,
47119,Paul Strong,Credit Card,33895.27,30,Alabama,2023-07-29,False,
97900,Barbara Archer,Checking,20609.15,4,Hawaii,2020-01-29,True,713.0
12932,Vanessa Murphy,Checking,1330.24,18,Missouri,2023-12-19,True,
92394,Mark Martin,Credit Card,91198.33,20,Rhode Island,2022-05-18,True,
78346,Rachel White,Credit Card,89624.16,7,Delaware,2022-11-12,True,809.0
3568,Norma Harris,Checking,18563.22,21,Oregon,2025-02-28,True,
25055,Christopher Carrillo,Savings,19961.87,42,Ohio,2021-10-16,True,303.0
29452,Charles Carpenter,Savings,10248.81,38,Oklahoma,2025-01-05,False,582.0
55110,Elizabeth Ayers,Savings,2759.64,16,New York,2024-06-29,False,
29373,William Lopez,Savings,565.12,27,Kentucky,2024-02-07,True,
49895,Bridget Miller,Checking,15986.04,33,Iowa,2020-04-15,True,831.0
24021,Jason Munoz,Savings,46797.76,14,North Dakota,2023-06-11,True,
28285,Phillip Vance,Checking,23992.68,23,Delaware,2023-02-27,True,686.0
6588,Todd Freeman,Checking,52748.34,36,Kansas,2020-06-28,True,
9123,Sheri Martinez,Savings,4222.89,9,Colorado,2022-12-18,False,
29692,Katherine Dougherty,Checking,51127.67,29,Colorado,2020-08-28,False,388.0
17575,Rebecca Montgomery,Checking,33219.17,7,New Jersey,2023-04-16,False,
47181,Tony Morales,Savings,52619.99,29,Georgia,2022-09-26,True,378.0
7288,Terri Avery,Savings,54874.12,7,North Dakota,2024-03-25,True,568.0
1068,Kenneth Ortega,Checking,76084.54,14,North Dakota,2023-04-20,False,
39444,Michael Freeman,Checking,23602.07,20,Wyoming,2022-08-22,True,
6225,Traci Wise,Savings,17972.2,9,Utah,2020-06-15,False,
83998,Mackenzie Obrien,Credit Card,55138.42,10,Missouri,2020-01-20,True,675.0
70813,Danielle Brown,Checking,99585.14,16,Massachusetts,2023-10-09,True,768.0
91021,Scott Smith,Credit Card,87152.06,4,Oklahoma,2020-05-24,True,801.0
97257,Tony May,Credit Card,17344.95,46,South Carolina,2023-04-26,True,744.0
10606,Vincent Dillon,Credit Card,46812.78,12,Hawaii,2022-10-20,True,420.0
70425,Renee Johnson,Savings,48187.56,32,Montana,2020-02-26,False,623.0
43783,Philip Wong,Savings,35626.59,47,Kansas,2024-10-31,False,
69102,Robert Valdez,Checking,3775.49,28,Missouri,2023-09-25,False,435.0
74872,Kenneth Jones,Checking,2344.09,17,Illinois,2020-05-02,True,
59822,Kenneth Mccullough,Savings,70109.78,33,Texas,2021-09-30,False,
17673,Warren Smith,Savings,28397.55,28,North Carolina,2021-12-14,True,
23845,Scott James,Savings,82211.39,22,New Jersey,2024-05-28,False,
79690,Amanda Alvarez,Savings,31123.42,12,Tennessee,2021-08-15,False,327.0
40605,Jesse Peterson,Credit Card,30389.17,26,Oklahoma,2020-04-04,False,
99232,Amy Torres,Savings,1941.8,12,Alabama,2023-12-23,False,
40561,Desiree Green,Credit Card,59497.16,45,New Jersey,2023-09-13,False,
76009,Virginia Wood,Credit Card,14057.42,38,Alabama,2020-02-25,False,
13731,Adam Sawyer,Checking,73315.74,37,West Virginia,2022-06-18,True,
36842,Shelby Moreno,Checking,52413.75,50,New York,2021-02-25,True,682.0
31001,Gina Harris,Checking,93322.93,33,Iowa,2020-08-18,True,
28930,Wendy Duran,Savings,90383.37,20,North Dakota,2021-01-28,True,537.0
97820,Michael Barr,Savings,95173.41,48,Mississippi,2021-09-28,True,308.0
59884,Nathan Torres,Credit Card,97436.77,4,Massachusetts,2024-04-25,True,682.0
1286,Kimberly Benson,Checking,13526.55,35,Wyoming,2022-10-31,False,512.0
54541,Elijah Orr,Credit Card,35187.18,44,Louisiana,2022-01-25,False,328.0
77120,Julie Ruiz,Checking,53299.17,43,Louisiana,2024-07-23,True,336.0
69931,Nicholas Kline,Credit Card,6220.52,28,Arkansas,2021-03-11,True,666.0
19623,Debra Brown,Savings,88995.05,30,Mississippi,2022-09-23,True,740.0
93154,Christopher Wilson PhD,Checking,79755.18,44,Oregon,2021-06-15,False,539.0
3741,Kenneth Gardner,Savings,29209.27,31,Louisiana,2022-07-08,True,
81505,Robert Barrett,Checking,61141.22,8,Colorado,2024-04-07,True,441.0
4425,Xavier Knapp,Credit Card,99744.33,32,Iowa,2023-09-27,True,360.0
74313,Aaron Andrews,Credit Card,95856.98,5,Massachusetts,2022-03-30,False,797.0
32515,Laura Rhodes,Checking,99967.73,8,Pennsylvania,2023-01-09,False,573.0
87063,Cynthia Ryan,Checking,56639.55,3,Texas,2022-03-12,True,
56082,Megan Rodriguez,Credit Card,92559.19,13,Utah,2020-01-29,True,
56905,Patricia Dominguez,Savings,14067.95,1,Wisconsin,2020-01-26,False,782.0
9508,Jack Williams,Savings,83345.9,6,Louisiana,2020-04-22,False,
86961,Mary Douglas,Savings,95475.2,40,Nevada,2025-01-20,True,
14796,Rachel Williams,Savings,74483.91,5,Pennsylvania,2022-02-05,False,799.0
84443,Crystal Santos,Credit Card,73599.0,10,Nevada,2021-11-15,True,402.0
8356,Jason Brennan,Savings,49745.51,11,Washington,2021-03-02,True,
99337,Peggy Maynard,Savings,22250.98,10,Tennessee,2020-04-24,True,
18276,Sophia Ryan,Checking,23049.01,25,New York,2022-04-16,False,
58462,Carolyn Steele,Credit Card,71129.28,38,South Carolina,2024-12-24,True,
46689,Elizabeth Haney,Savings,87712.95,29,Oregon,2023-10-29,True,
29842,Jeff Colon,Savings,71580.2,30,Tennessee,2022-05-25,True,
25026,Anna Williams,Savings,78144.57,21,Alaska,2023-07-12,True,
7156,Chase Soto,Credit Card,26481.73,14,West Virginia,2024-02-10,True,519.0
69799,Mark Miller,Savings,3090.3,6,West Virginia,2023-01-09,False,
33141,Jonathan Rice,Checking,17237.46,39,New Jersey,2021-06-25,True,732.0
10804,Lisa Hodge,Checking,19790.94,35,Georgia,2021-07-12,False,846.0
14326,Amanda Rodriguez,Credit Card,30833.66,17,Kentucky,2025-01-20,False,824.0
91736,John Hatfield,Credit Card,94210.49,29,Arizona,2020-02-17,False,
13977,Nicholas Hoffman,Credit Card,6646.79,37,Ohio,2020-12-30,False,478.0
85084,Randall Johnson,Checking,50204.92,39,Maryland,2024-05-22,True,423.0
83590,Melanie Garcia MD,Checking,89713.14,31,Oklahoma,2023-04-26,True,578.0
19955,Blake Meyers,Savings,27634.75,26,Texas,2022-07-21,False,332.0
19495,David Rivera,Checking,37516.31,32,Idaho,2023-07-11,False,713.0
92027,Jonathan Sanchez,Credit Card,20341.42,26,Arizona,2022-12-04,False,
73878,Ryan Bates,Credit Card,82822.71,5,Tennessee,2022-01-30,False,
20833,Linda Griffin,Savings,87749.6,21,New Hampshire,2021-10-06,False,477.0
58612,Jamie Cooley,Savings,51970.16,44,New Hampshire,2020-12-26,False,403.0
76521,Summer Bailey,Savings,74430.71,49,Arizona,2023-02-23,True,641.0
38584,Mrs. Tammy Bell,Checking,40178.45,23,Arkansas,2023-04-13,True,
46129,Susan Morales,Credit Card,82430.68,44,Colorado,2023-10-25,False,507.0
61439,Becky Guerrero,Checking,9320.63,36,New Hampshire,2021-03-06,False,
89650,Christina Wright,Checking,8982.01,25,Rhode Island,2022-07-29,True,
63135,Marcus Arnold DDS,Credit Card,85810.8,23,Texas,2021-11-15,True,
80897,Chloe Burns,Credit Card,93044.23,6,Florida,2022-06-27,False,
60453,Catherine Walker,Savings,22503.72,27,Washington,2020-06-19,False,426.0
73847,James Chambers,Savings,34776.74,26,Florida,2023-04-22,False,
12523,Alvin Harris,Credit Card,57026.09,37,Vermont,2021-09-04,False,715.0
36141,David Moore,Credit Card,6841.82,8,New Mexico,2023-10-23,True,721.0
43182,Jeremy Mitchell,Credit Card,87392.35,13,Kansas,2022-09-14,True,
55486,Kayla Kim,Credit Card,52343.16,17,Idaho,2022-04-17,False,726.0
67852,Miranda Brown DVM,Credit Card,68586.45,8,Oregon,2021-01-05,False,
51213,Jacob Hansen,Credit Card,14965.31,30,Vermont,2022-08-01,False,
41566,Sharon Hill,Checking,82814.72,10,Oregon,2023-07-23,False,515.0
44707,Katie Brown,Credit Card,41729.13,35,Nevada,2025-01-14,False,
3322,Tony Ford,Checking,45733.0,24,Pennsylvania,2022-05-26,True,685.0
66187,Kenneth Clark,Savings,80043.56,11,Vermont,2021-06-16,True,779.0
62014,Christopher Wells,Checking,44443.26,47,Texas,2024-06-12,True,843.0
69773,Natasha Henderson,Savings,41403.61,26,Maine,2024-12-25,True,
74367,James Wheeler,Checking,74133.13,4,Washington,2021-09-26,False,
29576,Matthew Williams,Checking,9936.32,33,Idaho,2021-05-13,False,
69721,Jason Everett,Credit Card,39397.48,46,Kentucky,2022-06-04,False,719.0
61520,Michael Hall,Checking,85171.19,35,Missouri,2023-03-10,True,776.0
99496,Kyle Andrews,Credit Card,64745.63,5,Kansas,2021-03-20,True,400.0
34417,Calvin Castillo,Credit Card,77951.69,4,Rhode Island,2022-02-26,True,674.0
8274,Bobby Lopez,Checking,65826.01,38,South Dakota,2021-05-24,False,778.0
87487,Brent Wright,Checking,79597.45,28,Vermont,2021-11-24,True,423.0
76084,Pamela Day,Checking,94104.79,4,Texas,2024-03-02,True,447.0
825,Kenneth Mitchell,Checking,88001.12,27,South Dakota,2021-11-04,False,
53112,Christopher Sherman,Checking,48651.84,42,Rhode Island,2020-06-01,True,
5246,Kenneth Campbell,Checking,99108.08,41,Wyoming,2024-09-29,False,789.0
16573,Charles Rodriguez,Savings,53785.06,46,New Jersey,2020-06-16,False,367.0
68743,Janet Reyes,Checking,88755.55,27,Montana,2021-05-21,False,817.0
97963,Chris Brown,Checking,58352.59,3,Iowa,2024-11-10,True,405.0
61530,David Gray,Checking,99600.73,4,Connecticut,2023-10-07,True,
27718,Ann Campbell,Savings,31610.89,12,Arkansas,2024-12-22,False,
64117,Hannah Riley,Credit Card,18511.35,35,Delaware,2021-01-22,True,
34719,Patricia Gregory,Checking,88598.09,23,Minnesota,2025-03-05,True,
3754,Mark Lane,Savings,21347.58,19,West Virginia,2022-05-18,True,
67942,Erin Spencer,Savings,30992.37,47,Texas,2022-12-19,False,
42303,Donald Williamson,Savings,14167.86,12,Iowa,2024-02-12,True,506.0
56469,Tricia Anderson DDS,Savings,64387.08,3,Rhode Island,2020-09-12,False,675.0
70134,Derek Baldwin,Credit Card,20777.65,14,Tennessee,2022-07-18,False,840.0
52597,Jessica Rogers,Credit Card,70458.65,44,West Virginia,2022-08-21,True,716.0
4674,Justin Kirby,Savings,26366.6,48,Florida,2021-02-13,True,
11805,William Klein,Credit Card,38897.34,33,Nevada,2024-01-27,False,433.0
79393,John Richardson,Savings,90117.86,24,California,2021-05-28,False,675.0
18026,Candice Hughes,Credit Card,77533.56,10,North Carolina,2023-09-28,True,
25978,Jessica Clark,Savings,63145.61,14,Oregon,2020-01-09,False,
12331,Nicole Beard,Savings,67578.75,48,Iowa,2024-10-22,False,
81871,Mary Green,Credit Card,10758.5,38,Nebraska,2021-01-14,False,835.0
45989,Kimberly Stewart,Checking,78434.23,36,Connecticut,2023-07-11,False,583.0
75173,John Mcgrath PhD,Checking,1048.54,12,Pennsylvania,2020-05-23,True,
42782,David Alexander,Savings,38006.86,15,Hawaii,2020-03-26,False,549.0
98195,Elizabeth Meyer,Credit Card,30902.41,26,New York,2022-07-14,True,
29283,Emily Vazquez,Credit Card,96324.23,8,Rhode Island,2021-07-19,False,
22387,Destiny Thompson,Savings,7928.33,50,South Dakota,2022-03-25,False,
3241,Daniel Lewis,Checking,39973.54,15,Nebraska,2022-04-22,True,
9290,Richard Soto,Checking,72540.32,11,Connecticut,2022-08-17,True,
62011,Rhonda Clark,Savings,5761.23,4,Ohio,2025-03-18,False,430.0
48391,Angela Copeland,Savings,35964.66,45,Alaska,2021-01-23,True,312.0
92562,Michele Washington,Credit Card,6397.12,28,New Jersey,2024-10-06,False,
9848,Donald Ross,Checking,46242.26,7,Washington,2021-07-02,False,
27710,Theodore Lamb,Credit Card,61046.66,10,Utah,2024-03-22,False,575.0
57222,Jesse Cooke,Credit Card,61005.84,45,Texas,2022-08-20,True,
86684,Logan Adams,Credit Card,88785.08,20,South Dakota,2024-01-27,True,
8244,Karen Finley,Checking,64991.72,42,Oregon,2022-05-12,False,
43661,Janet Rodriguez,Savings,22334.99,12,Pennsylvania,2021-10-05,True,
89993,Jennifer Martin,Checking,99843.69,48,North Carolina,2022-11-17,False,
36746,Douglas Le,Credit Card,83851.25,30,New Jersey,2021-12-06,True,563.0
